from_stop_id,to_stop_id,transfer_type,min_transfer_time
26,11542,0,
48,11563,2,360
48,98,0,
48,75,0,
25,11427,0,
25,11429,0,
613,1,2,300
613,11915,2,360
613,613,0,
11792,9910,2,480
11792,12175,2,480
11792,12056,2,360
11792,9909,2,480
11792,9913,2,480
11792,10432,2,600
11792,10448,2,360
11792,12289,2,360
11792,9911,2,480
11792,9912,2,480
11792,12178,2,600
2613,8589,0,
2613,2613,0,
2613,2764,0,
1171,2762,0,
1171,1175,2,360
1171,1170,2,480
4475,8037,2,120
4475,10867,2,120
4475,4471,2,120
4475,4459,2,120
4475,4242,0,
4475,4568,0,
4475,4210,0,
4030,4030,0,
4218,4390,0,
4218,4371,0,
10812,1988,0,
10812,2047,0,
267,2153,2,480
267,2234,2,480
2234,142,2,360
2234,2153,2,300
248,1530,0,
248,1583,0,
251,11020,0,
251,11500,0,
240,2120,0,
240,888,0,
240,886,0,
240,9052,0,
276,607,2,360
10349,10335,0,
10349,10349,0,
2153,142,2,360
2156,10439,2,300
2156,9103,2,300
1846,1211,0,
2165,2222,2,360
2166,2222,0,
2167,2221,0,
4061,4224,0,
452,451,2,120
452,1775,2,120
452,10873,2,120
452,4143,2,120
452,4381,2,120
452,4119,2,120
452,4067,2,120
452,4163,2,120
452,1761,2,120
452,4474,2,120
4130,4100,0,
11878,11875,2,480
11878,11879,2,300
11878,11874,2,480
11878,11873,2,360
11878,11877,2,480
11878,8759,2,360
11878,8750,2,420
2160,1337,2,600
2160,7025,0,
2160,1328,2,600
2160,1329,0,
8561,10564,2,120
8561,8575,2,120
8561,8561,0,
8561,8552,2,120
8561,8577,0,
8561,8578,0,
10567,3719,0,
10569,3723,2,480
10568,3743,2,480
10568,3723,2,480
3699,3679,0,
5003,8615,0,
5003,5003,0,
5242,5218,2,360
5242,6728,0,
5242,6738,0,
5148,5890,2,120
5148,5148,0,
5148,8062,0,
5148,7639,2,120
5148,8055,0,
6736,7635,2,120
6736,7591,2,120
6736,6727,2,120
6736,7468,2,120
6736,5216,2,120
6736,7469,2,120
4459,8037,2,120
4459,10867,2,120
4459,4471,2,120
4459,4475,2,120
4459,4242,2,120
4459,4568,2,120
4459,4210,0,
6469,5776,0,
6470,6068,0,
6470,6006,0,
5285,5410,0,
5285,6478,0,
5285,5285,0,
5285,6113,0,
5288,11592,2,360
5288,5826,2,360
5288,5805,0,
5295,5960,0,
5295,5919,0,
10642,10642,0,
10644,11593,0,
10644,10673,0,
11331,5332,2,300
8989,11232,2,300
8989,9492,2,480
8989,9020,0,
8989,8989,0,
7214,7095,2,120
7214,5352,0,
7214,7214,0,
7214,7207,0,
7214,7259,2,120
7214,7166,0,
7214,12173,0,
5354,5354,0,
8959,7352,2,360
8959,8959,0,
8960,7357,0,
7236,7236,2,180
5122,5262,0,
5122,5768,0,
5122,11764,2,300
5122,5045,0,
5122,5122,0,
5122,5667,0,
5122,5769,0,
5122,5793,0,
5122,5891,0,
5122,11882,0,
5122,10880,0,
5404,10163,2,600
5404,5404,0,
5404,10642,0,
5408,5960,0,
5408,5919,0,
5287,11592,2,360
5287,5826,2,360
5287,5805,2,360
5287,5287,0,
6478,5410,0,
6478,5285,0,
6478,6113,0,
6479,6068,0,
6479,6006,0,
6480,5762,0,
6480,5776,0,
10554,8975,2,360
10554,7357,2,360
8922,10412,2,360
8922,8922,0,
8922,10413,2,360
5350,5350,0,
5350,9412,2,360
7099,5340,0,
10643,11593,0,
10643,10673,0,
5352,7095,2,120
5352,5352,0,
5352,7214,0,
5352,7207,0,
5352,7259,2,120
5352,7166,0,
5352,12173,0,
6456,5262,0,
6456,5768,0,
6456,11764,2,300
6456,5494,0,
6456,6467,0,
6456,5045,0,
6456,5122,2,120
6456,10881,0,
6456,8060,0,
6456,5667,0,
6456,8057,0,
6456,5769,0,
6456,5793,0,
6456,5891,0,
6456,11882,0,
6456,10880,0,
11798,11810,0,
11798,11809,0,
11798,11801,0,
7281,7281,0,
12064,12066,2,360
7302,7302,0,
7306,7306,0,
11806,11808,0,
11806,11807,0,
11806,11810,0,
11806,11809,0,
11806,11811,0,
11806,11799,0,
7347,12188,2,300
12063,12066,2,360
12063,12065,2,360
745,12027,0,
2227,1337,2,480
2227,7025,0,
2227,1328,2,480
2227,1329,0,
2231,827,2,360
810,10439,2,300
810,9103,2,300
826,826,0,
826,746,0,
826,747,2,480
4876,2242,0,
8394,766,0,
8394,8394,0,
10336,10339,0,
10336,10336,0,
2225,1211,0,
2225,2162,2,360
3411,8818,0,
3411,3443,0,
3411,3411,0,
5991,2410,0,
5991,5991,0,
3443,8818,0,
3443,3411,0,
8921,8921,0,
7357,8960,2,360
8928,7073,2,300
7155,7155,0,
322,322,0,
322,110,0,
322,60,0,
326,1102,0,
9136,9055,0,
9136,330,0,
9136,545,0,
9136,9136,0,
9136,8640,0,
9136,217,0,
963,1709,0,
963,1482,0,
963,1387,2,300
963,10415,0,
318,9530,0,
318,318,0,
318,317,2,300
318,361,2,360
277,276,2,480
545,9055,0,
545,330,0,
545,545,0,
545,9136,0,
545,8640,0,
545,217,0,
569,110,0,
569,60,0,
968,1046,0,
6077,11860,0,
6077,11861,0,
6077,5700,0,
6077,5633,0,
6077,5464,0,
6077,5743,0,
6077,6000,0,
5230,5553,0,
5230,4845,0,
5230,5093,2,120
5230,5244,0,
5230,4939,2,120
5230,6080,0,
4962,4961,0,
4962,4972,0,
4962,5253,0,
4962,4962,0,
10948,5890,0,
10948,5148,0,
10948,8062,0,
10948,7639,0,
10948,8055,0,
6078,5706,0,
5629,5557,0,
5629,5628,0,
5629,5998,0,
5250,5869,0,
5250,5069,2,360
5250,5256,0,
5250,5250,0,
5024,5068,0,
5025,11127,0,
5025,11130,0,
5025,5025,0,
5029,5029,0,
4965,10896,2,480
4965,10897,2,300
659,709,0,
659,1130,0,
1230,12073,2,300
1230,11588,2,300
1230,11606,0,
1230,8073,0,
1230,8763,2,360
1230,8754,2,420
1230,8044,0,
1218,2000,0,
1218,2035,0,
663,11015,0,
663,11009,0,
665,666,0,
665,1198,0,
1242,2739,0,
1242,437,2,600
1242,951,0,
1244,2739,0,
972,12073,2,300
972,11588,2,300
972,11606,0,
972,8073,0,
972,8763,0,
972,8754,0,
972,8044,0,
1254,709,0,
1254,1130,0,
8913,8763,2,360
8913,8754,2,360
704,666,0,
704,1198,0,
706,11015,0,
706,11009,0,
1258,2000,0,
1258,2035,0,
1266,2225,0,
1266,1846,0,
1328,1328,0,
1328,2227,2,480
1328,2160,2,600
1300,10926,2,480
1300,10374,2,480
1307,1151,2,360
1307,1202,2,360
1308,1537,0,
1308,1576,0,
1312,11011,0,
1312,11007,0,
1320,2039,0,
1320,1343,0,
1320,1996,0,
1320,1320,0,
7489,7489,2,120
7501,7493,0,
7501,7501,0,
12205,6730,2,360
12205,6734,2,360
12205,12205,0,
151,1988,0,
151,2047,0,
165,11020,0,
165,11500,0,
169,1530,0,
169,1583,0,
256,11632,0,
256,255,0,
1865,10092,0,
7525,7563,0,
7525,7525,0,
7525,11206,0,
7450,7450,2,120
7450,7489,2,120
12207,6730,2,600
12207,12206,2,300
12207,6734,2,600
12207,12207,0,
12207,12220,2,360
7444,7503,0,
7444,7444,0,
7444,7562,0,
7445,7445,0,
7446,7533,0,
7446,7493,0,
7446,7501,0,
7449,7555,0,
7449,7450,2,120
3129,3029,0,
3129,1875,0,
9043,1888,0,
9043,1863,0,
1892,9061,0,
1892,1892,0,
8738,8743,2,480
2610,1178,2,480
2610,1177,2,480
2610,1168,0,
8443,11570,0,
8443,8069,0,
8443,8048,0,
1461,2553,0,
1461,9125,0,
8737,8701,0,
2971,2928,0,
2971,2847,0,
2941,2928,0,
2941,2847,0,
2787,1463,0,
2798,2479,0,
3023,2692,2,120
3023,10429,2,120
3023,8066,0,
3023,8051,0,
3023,2630,0,
3023,2477,2,120
3023,2799,0,
8683,10017,2,360
8683,8697,0,
8683,8683,0,
8683,8758,0,
8683,8749,0,
9505,8673,0,
9505,8674,0,
9505,8760,0,
9505,8751,0,
8697,10017,2,360
8697,8697,0,
8697,8683,0,
8697,8758,0,
8697,8749,0,
6153,6280,0,
6167,6343,0,
6167,6354,2,360
5448,6186,0,
5448,5524,0,
1875,3129,0,
1875,2836,0,
451,452,2,120
451,1775,2,120
451,10873,2,120
451,4143,2,120
451,4381,2,120
451,4119,2,120
451,4067,2,120
451,1761,2,120
451,4474,2,120
4018,4228,0,
4018,4053,2,360
4018,10882,0,
4043,4228,0,
4043,4053,2,360
4043,10882,2,300
155,11632,0,
155,255,0,
176,2120,0,
176,888,0,
176,886,0,
176,9052,0,
9592,9591,0,
9592,9592,0,
7865,7868,0,
7854,7854,0,
7478,7461,2,360
7478,7478,0,
6734,6730,2,360
6734,6734,0,
6734,12207,2,600
6734,12205,2,360
7503,7503,0,
7469,7635,2,120
7469,7591,2,120
7469,5216,2,120
7469,6736,2,120
7857,7857,0,
9667,7777,2,360
9667,10955,2,120
9667,8025,2,120
9667,8028,2,120
9667,10954,2,120
10343,10343,0,
11305,11305,0,
6738,5218,0,
6738,6738,0,
12206,12207,2,360
7460,7460,0,
7464,7576,0,
7464,7475,2,360
5216,7635,2,120
5216,7591,2,120
5216,7468,2,120
5216,5216,2,120
5216,7469,2,120
5216,6736,2,120
7429,7495,0,
5777,5761,0,
5777,5777,0,
5797,11135,0,
5797,5781,0,
5797,5756,0,
5797,5797,0,
5801,6004,0,
5801,5955,0,
5803,6114,0,
5803,5954,0,
11664,9720,0,
11664,5183,2,480
5805,5287,2,360
5805,5288,2,360
6219,6428,0,
6219,6149,0,
6340,8854,2,120
6340,6340,2,120
6340,6195,2,120
6340,5543,0,
6340,6174,0,
6340,11704,2,480
6340,6139,2,120
5533,9021,0,
5533,5444,0,
6204,6233,0,
6204,6204,0,
6204,6164,0,
1105,11023,0,
1105,11013,0,
1108,1514,0,
1108,1596,0,
1120,1971,0,
1120,2062,0,
1086,1544,0,
1086,1570,0,
1091,8762,2,360
1091,8753,2,300
1101,959,0,
190,4495,2,360
190,4494,2,360
190,8535,2,600
1116,292,0,
1116,386,0,
1092,902,0,
1092,915,0,
7493,7533,0,
7493,7493,0,
7493,7446,0,
6728,5218,0,
11534,81,0,
4658,10670,0,
4658,82,2,480
9112,4882,2,360
9112,534,2,300
9112,44,0,
9112,1857,2,540
9112,8077,2,360
9112,8040,2,360
9112,409,2,360
9112,76,2,480
9551,1018,0,
774,1977,0,
774,2058,0,
774,863,0,
774,774,0,
202,198,0,
202,392,0,
202,199,0,
210,1519,0,
210,1592,0,
213,10967,0,
213,10966,0,
11403,9055,0,
11403,330,0,
860,860,0,
860,287,0,
860,198,0,
860,392,0,
860,199,0,
549,10967,2,360
549,10966,2,300
9124,1519,0,
9124,1592,0,
863,1977,0,
863,2058,0,
863,863,0,
863,774,0,
869,1018,0,
9135,9135,0,
6753,11295,2,300
6753,6607,2,300
6753,6512,0,
6753,6753,0,
6753,11707,2,300
6753,6610,2,420
6753,6541,2,360
6753,2092,2,420
6753,11243,0,
8367,8412,0,
767,1018,0,
10468,11274,2,420
10468,11275,2,420
10465,12177,2,480
10467,12026,2,480
10492,8075,2,420
10492,8042,2,420
10470,8289,0,
10470,21,2,360
10470,91,2,360
10486,234,0,
11915,11915,0,
11915,613,2,360
11915,639,2,360
11915,10618,2,360
10044,639,2,300
10044,10618,2,300
10513,12177,2,480
10424,1013,2,300
6512,8650,2,300
6512,6607,2,360
6512,6512,0,
6512,6610,2,360
6512,6541,2,300
6512,2092,2,300
6512,11243,2,420
11256,11288,0,
11256,11289,0,
11256,11253,0,
11256,11246,0,
11256,11267,0,
11256,11250,0,
11256,11248,0,
11256,11788,0,
11256,11266,0,
7025,2227,0,
7025,2160,0,
7025,1329,2,360
6805,9560,0,
6808,6648,0,
6808,6587,0,
6874,9567,0,
6881,6637,0,
6881,6600,0,
6884,6843,0,
6884,6838,0,
6508,6545,2,360
6508,6888,2,300
6510,10522,0,
2101,7001,0,
2101,6949,0,
8366,8368,2,360
1336,1336,0,
8412,8367,0,
6532,7001,0,
6532,6949,0,
6534,12312,2,300
6535,2098,2,300
11254,6754,2,300
11254,11398,2,360
12172,2095,0,
6892,6843,0,
6892,6838,0,
6895,6637,0,
6895,6600,0,
6902,9577,0,
6902,9567,0,
6908,6648,0,
6908,6587,0,
1330,1330,0,
7036,7036,0,
11268,11288,0,
11268,11289,0,
11268,11253,0,
11268,11246,0,
11268,11267,0,
11268,11269,0,
11268,11250,0,
11268,11248,0,
11268,11788,0,
11268,11266,0,
11310,11274,2,360
11310,11275,2,360
11310,11311,2,300
11310,11310,0,
11310,10468,2,360
1,1,0,
1,11915,2,480
1,613,2,300
10435,8043,2,300
7023,8823,0,
11311,11274,2,420
11311,11275,2,420
11311,11310,2,360
11311,10468,2,360
7029,7029,0,
2032,1838,0,
2032,1824,0,
2035,1258,0,
2035,1218,0,
6682,8380,2,360
6682,2098,2,480
9989,1643,0,
2028,1679,0,
2028,1622,0,
2523,2016,2,120
2523,2671,0,
2523,1173,0,
2523,2523,0,
2523,2761,2,120
2523,2833,0,
2523,8068,0,
2523,10203,2,360
2523,8049,0,
2523,2717,0,
2523,2414,2,120
7096,7096,0,
5405,5298,0,
5041,5049,2,360
1996,2039,0,
1996,1343,0,
1996,1996,0,
1996,1320,0,
1337,1337,0,
1337,2227,2,480
1337,2160,2,600
2000,1258,0,
2000,1218,0,
2004,1838,0,
2004,1824,0,
9987,1679,0,
9987,1622,0,
1659,2023,0,
1659,1643,0,
1659,1659,0,
1659,9989,0,
678,678,0,
678,955,2,300
3156,3092,0,
3156,11786,2,360
8845,8845,0,
2328,2648,0,
2328,2639,0,
3613,3133,0,
3613,3140,0,
3619,2345,0,
3619,3542,0,
3619,3619,0,
11906,2266,0,
11906,2323,0,
2326,1444,0,
2326,1429,0,
8575,10564,2,120
8575,8561,2,120
8575,8552,2,120
8575,8577,0,
8575,8573,0,
8575,8574,0,
8575,8578,0,
11911,1444,0,
11911,11911,0,
11911,1429,0,
2261,2648,0,
2261,2639,0,
11909,2266,0,
11909,2323,0,
3548,3613,0,
3548,3133,0,
3548,3140,0,
6467,5768,0,
6467,5494,0,
6467,5045,0,
6467,5122,0,
6467,8060,0,
6467,5667,0,
6467,5769,0,
6467,5793,0,
6467,5891,0,
6467,11882,0,
6467,10880,0,
5509,11860,0,
5509,11861,2,300
5509,5700,0,
5509,5633,0,
5509,5509,0,
5509,6077,0,
5509,5464,0,
5509,5701,2,480
5509,5743,0,
5509,5593,0,
5509,6000,0,
5431,6089,0,
5432,6321,0,
5432,5547,0,
5507,5701,2,360
5633,11860,0,
5633,11861,2,300
5633,5700,0,
5633,6077,0,
5633,5743,0,
5633,5593,0,
5633,6000,0,
5514,5514,0,
5637,5467,2,300
5641,5737,0,
5641,5708,0,
5644,6462,0,
5644,5690,0,
5651,11132,0,
5651,11131,0,
5656,5055,0,
5656,5034,0,
5659,5127,0,
5659,5117,0,
5661,5837,0,
5661,5673,0,
5700,11860,0,
5700,11861,2,300
5700,5700,0,
5700,6077,0,
5700,5464,0,
5700,5743,0,
5700,5593,0,
5700,6000,0,
5428,5428,0,
5494,5262,2,120
5494,5768,2,120
5494,11764,2,300
5494,6467,2,120
5494,5045,2,120
5494,5122,2,120
5494,10881,0,
5494,5667,2,120
5494,5769,2,120
5494,5793,2,120
5494,11882,0,
5494,10880,2,120
10251,10692,0,
10251,10260,0,
10251,10251,0,
5332,11332,2,360
5332,11331,2,360
5333,11578,2,300
5334,5334,0,
6472,5336,2,480
6472,6472,0,
5583,5561,0,
5583,5623,0,
5583,11122,0,
5583,5583,0,
6464,5601,0,
6464,5585,0,
11074,5516,0,
11074,5456,0,
11124,6019,2,300
11124,6073,0,
10148,9524,0,
10148,10150,0,
10148,9547,0,
10148,6050,2,360
5975,5975,0,
11123,6019,2,300
11123,6073,0,
6459,6459,0,
6459,11074,0,
6459,5516,0,
6459,5456,0,
5621,5601,0,
5621,5585,0,
11122,5561,0,
11122,5623,0,
5381,5381,0,
10258,10628,2,300
10258,10258,0,
10258,10253,0,
4939,5553,0,
4939,4845,0,
4939,5093,0,
4939,5997,0,
4939,5244,0,
4939,4939,0,
4939,5230,0,
4939,6455,0,
4939,6080,0,
9848,11613,2,360
9848,10144,2,360
5019,4949,0,
5019,4984,0,
5019,5074,0,
5019,5019,0,
5021,5140,0,
5021,5104,0,
5256,5869,0,
5256,5069,0,
5256,5256,0,
5256,5250,0,
5998,5557,0,
5998,5628,0,
5591,6078,0,
5591,5596,0,
5591,5706,0,
11076,6051,0,
11076,9022,0,
11247,11295,2,360
11247,6607,2,420
11247,6512,2,480
11247,6753,2,300
11247,11707,2,360
11247,6610,2,480
11247,6541,2,480
11247,2092,2,480
11247,11243,2,300
5069,5069,0,
5069,5250,0,
5072,5140,0,
5072,5104,0,
5074,4949,0,
5074,4984,0,
6086,2409,0,
6086,6086,0,
9849,6987,2,420
9849,6969,2,480
11540,6754,0,
4567,4500,2,300
4567,4427,2,480
11639,4463,2,360
4440,4440,0,
4534,4599,2,360
4537,4407,0,
4329,4500,2,300
4329,4427,0,
4448,4448,0,
4551,4551,0,
4560,4403,2,480
4560,4360,2,480
4471,8037,2,120
4471,10867,2,120
4471,4459,2,120
4471,4475,2,120
4471,4242,2,120
4471,4568,2,120
4471,4210,0,
4579,4579,0,
4569,4403,2,300
4569,4360,2,360
5997,5553,0,
5997,4845,0,
5997,5093,0,
5997,5244,0,
5997,4939,0,
5997,5230,0,
5997,6455,0,
5997,6080,0,
5253,4961,0,
5253,4972,0,
5255,5065,0,
5066,5066,0,
5067,11127,0,
5067,11130,0,
5675,5127,0,
5675,5117,0,
5678,5055,0,
5678,5034,0,
5683,11132,0,
5683,11131,0,
5693,5737,0,
5693,5708,0,
5697,5505,2,360
5697,5467,2,360
6004,5830,0,
6004,5801,0,
6006,6479,0,
6006,6470,0,
6011,6063,0,
10916,9720,2,480
10916,5183,2,420
10916,5180,0,
6068,6479,0,
6068,6470,0,
5927,5951,0,
5927,5945,0,
8854,8854,0,
8854,6340,2,120
8854,6195,2,120
8854,6088,2,120
8854,6174,0,
8854,5436,2,120
8854,11704,2,360
8854,6139,2,120
9022,11076,0,
9022,11075,0,
9023,11075,0,
6111,5925,0,
5954,5803,0,
5954,5828,0,
6114,5803,0,
6114,5828,0,
6051,11076,0,
6051,11075,0,
5532,5444,0,
330,9055,0,
330,9136,0,
330,217,0,
11588,11588,0,
11588,972,0,
11588,1230,0,
11588,8073,2,300
11588,8763,2,300
11588,8044,2,300
12156,334,0,
11357,11278,2,300
11357,11279,2,300
11357,11352,0,
11357,417,0,
11357,486,0,
886,176,0,
886,240,0,
886,778,2,480
10620,782,0,
10620,10619,2,300
892,1361,0,
892,1301,0,
898,690,0,
898,728,0,
902,1092,0,
902,1055,0,
906,1721,0,
906,1697,0,
906,11095,0,
906,8761,2,420
10972,9952,2,120
10972,10034,2,360
10972,10972,2,120
10972,10971,2,120
10972,8756,0,
10972,8747,0,
12073,972,0,
12073,1230,2,360
12073,11606,2,300
12073,8073,2,360
12073,8763,2,300
12073,8754,0,
12073,8044,2,360
888,176,0,
888,240,0,
888,9052,0,
3239,3159,0,
2869,3130,2,120
10034,9952,2,120
10034,10034,0,
10034,10972,2,120
10034,10971,2,360
10034,8756,0,
10034,8747,0,
10028,9511,0,
10028,9510,0,
10021,8680,2,120
10021,8659,2,120
10021,8679,2,120
10017,8697,0,
10017,8683,0,
11874,11874,0,
11874,11878,0,
11874,11873,0,
11874,11876,2,360
11874,11877,2,360
11874,8759,2,300
11874,8750,0,
10631,11278,2,360
10631,11279,2,360
10631,417,0,
10631,486,2,300
1641,2010,2,300
1641,1641,0,
1643,1659,0,
1643,9989,0,
1617,1190,0,
1617,1137,0,
1621,9987,0,
1621,2028,0,
1622,9987,0,
1622,2028,0,
2023,1659,0,
2023,9989,0,
1660,1642,0,
1660,1660,0,
1660,12183,0,
1679,9987,0,
1679,2028,0,
1683,1190,0,
1683,1137,0,
1651,1685,2,120
1651,11455,0,
1651,1905,2,120
1651,8070,0,
1651,1736,2,120
1651,8047,0,
6778,6778,0,
11932,6661,0,
11932,8483,2,480
11932,8283,2,600
6777,6777,0,
6765,6915,0,
6766,6766,0,
6768,8483,2,540
6768,8283,2,540
10150,9524,0,
6730,12207,2,600
6730,12205,2,360
7468,7635,2,120
7468,7591,2,120
7468,5216,2,120
7468,6736,2,120
6781,6781,0,
6781,11932,0,
6781,6661,0,
6781,8483,2,480
6781,8283,2,480
6727,7635,2,120
6727,7591,2,120
6727,6727,2,120
6727,7468,2,120
6727,5216,2,120
6727,7469,2,120
6727,6736,2,120
10432,9910,2,300
10432,12175,0,
10432,12056,2,360
10432,9909,2,300
10432,9913,0,
10432,10432,2,120
10432,11794,2,600
10432,11793,2,600
10432,11792,2,600
10432,9911,0,
10432,9912,0,
10432,12178,2,300
10553,11302,2,360
10553,8035,2,480
10553,8019,2,480
10553,8994,0,
10553,35,2,300
8994,11302,2,420
8994,8035,2,480
8994,9069,0,
8994,40,0,
8994,971,2,360
8994,189,2,360
8994,35,2,300
8994,11438,2,300
8994,8039,2,360
8994,96,2,480
8994,95,2,480
8994,78,2,420
8994,938,2,360
10860,11941,2,120
10860,12022,2,120
10860,12020,2,120
10860,12231,0,
10860,12230,0,
10860,11942,2,120
10860,3217,2,480
10860,3181,2,600
10860,11940,2,120
8998,3906,2,120
8998,3334,2,120
8998,7643,2,120
8998,3927,2,120
8998,3904,2,120
8998,3769,2,120
8998,3533,2,120
8998,3204,2,120
8998,3067,2,120
8998,3195,2,120
8998,3053,2,120
8998,12235,0,
8998,12234,0,
8998,3394,2,120
8999,3478,2,120
8999,3816,2,120
8999,3822,2,120
8999,3806,2,120
8999,3779,2,120
8999,3385,2,120
9000,11559,2,120
9000,7736,2,120
9000,7650,2,120
10956,7658,2,60
10956,7743,2,120
10956,7827,2,120
10956,10198,2,600
10956,10840,2,120
10956,7727,2,120
10954,7768,2,120
10954,7777,2,120
10954,9667,2,120
10960,10958,2,420
10960,11759,2,480
8028,7777,2,120
8028,9667,2,120
8029,7658,2,120
8029,7827,2,120
8029,7727,2,120
8030,11559,2,120
8030,7736,2,120
8030,7650,0,
8031,3478,2,120
8031,3816,2,120
8031,3822,2,120
8031,3806,2,120
8031,3779,2,120
8031,3061,0,
8031,3385,2,120
8032,3906,2,120
8032,3334,2,120
8032,7643,2,120
8032,3927,2,120
8032,3904,2,120
8032,3769,2,120
8032,3533,2,120
8032,3204,2,120
8032,3067,2,120
8032,3195,2,120
8032,3053,2,120
8032,12235,0,
8032,12234,0,
8032,3394,2,120
8033,11941,2,120
8033,12022,2,120
8033,12020,2,120
8033,11942,2,120
8033,11940,2,120
8034,11302,2,480
8034,8035,2,480
8034,9069,2,480
8034,10553,2,480
8034,40,2,480
8034,971,2,540
8034,189,2,480
8034,35,2,480
8034,11438,2,480
8034,8039,2,300
8034,96,2,600
8034,95,2,600
8034,78,2,480
8034,938,2,420
5034,5678,0,
5034,5656,0,
5037,5725,0,
5037,5719,0,
4972,4961,0,
4972,4972,0,
4972,5253,0,
4972,4962,0,
5007,5007,0,
5007,11895,0,
4961,4961,0,
4961,4972,0,
4961,5253,0,
4961,4962,2,300
5052,5725,0,
5052,5719,0,
5055,5678,0,
5055,5656,0,
5059,11701,2,480
5065,5255,0,
5065,5028,0,
5077,11629,2,480
8020,11941,2,120
8020,12022,2,120
8020,12020,2,120
8020,12231,0,
8020,12230,0,
8020,11942,2,120
8020,3217,2,480
8020,3181,2,600
8020,11940,2,120
8021,3906,2,120
8021,3334,2,120
8021,7643,0,
8021,3927,2,120
8021,3904,2,120
8021,3769,2,120
8021,3533,2,120
8021,3204,2,120
8021,3067,2,120
8021,3195,2,120
8021,3053,2,120
8021,12235,0,
8021,3394,2,120
8022,3478,2,120
8022,3816,2,120
8022,3822,2,120
8022,3806,2,120
8022,3779,2,60
8022,3385,2,120
8023,11559,2,120
8023,7650,2,120
8024,7658,2,120
8024,7743,2,120
8024,7827,2,120
8024,7727,2,120
8025,7768,2,120
8025,7777,2,120
8025,9667,2,120
10955,7777,2,120
10955,9667,2,120
2847,2941,0,
2847,2971,0,
3117,2948,0,
3117,2959,0,
10746,10746,0,
8659,8680,2,120
8659,10021,2,480
8659,8679,2,120
8659,8757,0,
8659,8748,0,
8703,10028,2,480
8703,9511,0,
8703,9510,0,
7643,3906,2,120
7643,3334,2,120
7643,8032,2,120
7643,8998,2,120
7643,3927,2,120
7643,3904,2,120
7643,3533,2,120
7643,3204,0,
7643,3067,2,120
7643,3195,2,120
7643,3053,2,120
7643,3394,2,120
690,898,0,
690,689,0,
6691,9574,0,
6691,9570,0,
6675,9574,0,
6675,9570,0,
6215,6280,0,
6217,6217,0,
6217,6151,0,
6217,6373,0,
6175,10437,0,
11309,11475,2,480
4447,4534,2,360
4447,4412,2,360
136,11282,2,300
136,11283,2,300
136,11103,0,
136,11350,0,
12134,838,0,
12134,797,0,
596,596,0,
1959,404,0,
7089,5346,0,
7090,7168,0,
8975,8960,2,360
7416,8922,2,360
114,11016,0,
114,114,0,
114,56,0,
7192,7192,0,
1173,2016,2,120
1173,2671,2,120
1173,2523,2,120
1173,2761,2,120
1173,2833,2,120
1173,8068,0,
1173,10203,2,360
1173,2717,2,120
1173,2414,2,120
8946,7172,2,360
9307,8535,2,420
55,55,0,
5336,5336,0,
5336,5380,0,
5336,8989,2,600
9069,11302,2,300
9069,8035,2,480
9069,8019,2,480
9069,8994,0,
9069,35,2,300
12181,9910,0,
12181,12056,2,300
12181,9909,0,
12181,9913,0,
12181,12289,2,360
12181,9911,0,
12181,9912,0,
12181,12178,0,
1343,2039,0,
1343,1996,0,
1350,11011,0,
1350,11007,0,
1354,1537,0,
1354,1576,0,
1355,1151,0,
1355,1202,0,
1362,10926,2,480
1362,10374,2,540
1334,6992,2,480
1334,6958,2,480
1347,713,0,
1347,654,2,360
1361,9051,0,
1361,892,0,
1361,924,0,
11392,11392,2,120
2409,6086,0,
2410,5991,0,
1469,1557,0,
1451,2472,2,300
1442,3663,0,
1442,2263,0,
1442,11682,0,
1443,1443,0,
1444,11911,0,
1444,2326,0,
11500,165,0,
11500,251,0,
11010,842,0,
11010,793,0,
11007,1350,0,
11007,1312,0,
11009,706,0,
11009,663,0,
11016,56,0,
11013,1105,0,
11013,1042,0,
11014,463,0,
11014,337,0,
10966,549,2,300
10966,213,0,
10968,314,0,
10968,366,0,
10968,365,0,
1692,1546,0,
1692,1567,0,
8860,8761,0,
8860,8752,0,
1728,1546,0,
1728,1567,0,
11095,906,0,
11095,911,0,
11095,8761,0,
11095,8752,0,
10969,314,0,
10969,365,0,
10967,549,2,360
10967,213,2,360
11623,668,0,
11623,701,0,
11015,706,0,
11015,663,0,
11011,1350,0,
11011,1312,0,
11022,842,0,
11022,793,0,
11020,165,0,
11020,251,0,
11021,463,0,
11021,337,0,
11023,1105,0,
11023,1042,0,
10339,10336,0,
2671,2016,2,120
2671,1173,2,120
2671,2523,2,120
2671,2761,2,120
2671,2833,2,120
2671,10203,2,120
2671,2717,2,120
2671,2414,0,
2692,3023,0,
2692,10429,2,120
2692,8066,0,
2692,8051,0,
2692,2630,0,
2692,2477,2,120
2692,2799,2,120
1685,1651,2,120
1685,11455,0,
1685,1905,2,120
1685,8070,0,
1685,1736,2,120
1685,8047,0,
1697,906,0,
1697,911,0,
1709,1709,2,120
1709,963,0,
1709,2742,2,120
1709,1482,2,120
1709,1387,2,120
1709,10415,2,120
8688,8685,2,120
8688,8690,2,120
8688,8672,2,120
8688,8656,2,120
8688,8657,2,120
8688,8755,0,
8688,8676,2,120
8688,8746,0,
8688,8691,0,
8688,8689,0,
8680,8659,2,120
8680,10021,2,480
8680,8679,2,120
